Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST /predict,3732,0,31,251.66265397855588,6.45298599920352,9006.496396003058,54.812700964630224,128.4462062905409,0.0,31,50,82,120,420,870,2700,7700,8900,9000,9000
,Aggregated,3732,0,31,251.66265397855588,6.45298599920352,9006.496396003058,54.812700964630224,128.4462062905409,0.0,31,50,82,120,420,870,2700,7700,8900,9000,9000
